Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
04/05/2008,2007-2008,35,Racing de Santander,Murcia,3,2
04/05/2008,2007-2008,35,Sevilla,Valladolid,2,0
04/05/2008,2007-2008,35,Almería,Betis,1,1
04/05/2008,2007-2008,35,Villarreal,Getafe,2,0
07/05/2008,2007-2008,36,Betis,Valladolid,1,1
07/05/2008,2007-2008,36,Deportivo de La Coruña,Levante,1,0
07/05/2008,2007-2008,36,Getafe,Almería,4,2
07/05/2008,2007-2008,36,Recreativo de Huelva,Villarreal,0,2
07/05/2008,2007-2008,36,Mallorca,Osasuna,2,1
07/05/2008,2007-2008,36,Murcia,Athletic Club,1,2
07/05/2008,2007-2008,36,Racing de Santander,Sevilla,0,3
07/05/2008,2007-2008,36,Real Madrid,Barcelona,4,1
07/05/2008,2007-2008,36,Valencia,Zaragoza,1,0
08/05/2008,2007-2008,36,Espanyol,Atlético de Madrid,0,2
11/05/2008,2007-2008,37,Athletic Club,Racing de Santander,0,0
11/05/2008,2007-2008,37,Atlético de Madrid,Deportivo de La Coruña,1,0
11/05/2008,2007-2008,37,Barcelona,Mallorca,2,3
11/05/2008,2007-2008,37,Betis,Sevilla,0,2
11/05/2008,2007-2008,37,Levante,Valencia,1,5
11/05/2008,2007-2008,37,Osasuna,Murcia,2,1
11/05/2008,2007-2008,37,Almería,Recreativo de Huelva,0,2
11/05/2008,2007-2008,37,Valladolid,Getafe,0,0
11/05/2008,2007-2008,37,Villarreal,Espanyol,2,0
11/05/2008,2007-2008,37,Zaragoza,Real Madrid,2,2
30/08/2008,2008-2009,1,Espanyol,Valladolid,1,0
30/08/2008,2008-2009,1,Valencia,Mallorca,3,0
31/08/2008,2008-2009,1,Athletic Club,Almería,1,3
31/08/2008,2008-2009,1,Atlético de Madrid,Málaga,4,0
31/08/2008,2008-2009,1,Betis,Recreativo de Huelva,0,1
31/08/2008,2008-2009,1,Deportivo de La Coruña,Real Madrid,2,1
31/08/2008,2008-2009,1,Sporting de Gijón,Getafe,1,2
31/08/2008,2008-2009,1,Numancia,Barcelona,1,0
31/08/2008,2008-2009,1,Osasuna,Villarreal,1,1
31/08/2008,2008-2009,1,Racing de Santander,Sevilla,1,1
13/09/2008,2008-2009,2,Barcelona,Racing de Santander,1,1
13/09/2008,2008-2009,2,Sevilla,Sporting de Gijón,4,3
13/09/2008,2008-2009,2,Valladolid,Atlético de Madrid,2,1
14/09/2008,2008-2009,2,Getafe,Betis,0,0
14/09/2008,2008-2009,2,Recreativo de Huelva,Espanyol,0,1
14/09/2008,2008-2009,2,Málaga,Athletic Club,0,0
14/09/2008,2008-2009,2,Mallorca,Osasuna,1,1
14/09/2008,2008-2009,2,Real Madrid,Numancia,4,3
14/09/2008,2008-2009,2,Almería,Valencia,2,2
14/09/2008,2008-2009,2,Villarreal,Deportivo de La Coruña,1,0
20/09/2008,2008-2009,3,Atlético de Madrid,Recreativo de Huelva,4,0
20/09/2008,2008-2009,3,Espanyol,Getafe,1,1
21/09/2008,2008-2009,3,Athletic Club,Valladolid,2,0
21/09/2008,2008-2009,3,Betis,Sevilla,0,0
21/09/2008,2008-2009,3,Deportivo de La Coruña,Mallorca,0,0
21/09/2008,2008-2009,3,Sporting de Gijón,Barcelona,1,6
21/09/2008,2008-2009,3,Numancia,Villarreal,1,2
21/09/2008,2008-2009,3,Racing de Santander,Real Madrid,0,2
21/09/2008,2008-2009,3,Almería,Málaga,1,0
21/09/2008,2008-2009,3,Valencia,Osasuna,1,0
24/09/2008,2008-2009,4,Barcelona,Betis,3,2
24/09/2008,2008-2009,4,Getafe,Atlético de Madrid,1,2
24/09/2008,2008-2009,4,Osasuna,Deportivo de La Coruña,0,0
24/09/2008,2008-2009,4,Real Madrid,Sporting de Gijón,7,1
24/09/2008,2008-2009,4,Sevilla,Espanyol,2,0
24/09/2008,2008-2009,4,Villarreal,Racing de Santander,2,0
25/09/2008,2008-2009,4,Recreativo de Huelva,Athletic Club,1,1
25/09/2008,2008-2009,4,Málaga,Valencia,0,2
25/09/2008,2008-2009,4,Mallorca,Numancia,2,0
25/09/2008,2008-2009,4,Valladolid,Almería,2,0
27/09/2008,2008-2009,5,Betis,Real Madrid,1,2
27/09/2008,2008-2009,5,Espanyol,Barcelona,1,2
27/09/2008,2008-2009,5,Sporting de Gijón,Villarreal,0,1
28/09/2008,2008-2009,5,Athletic Club,Getafe,0,1
28/09/2008,2008-2009,5,Atlético de Madrid,Sevilla,0,1
28/09/2008,2008-2009,5,Málaga,Valladolid,2,1
28/09/2008,2008-2009,5,Numancia,Osasuna,0,0
28/09/2008,2008-2009,5,Racing de Santander,Mallorca,1,2
28/09/2008,2008-2009,5,Almería,Recreativo de Huelva,1,0
28/09/2008,2008-2009,5,Valencia,Deportivo de La Coruña,4,2
04/10/2008,2008-2009,6,Barcelona,Atlético de Madrid,6,1
04/10/2008,2008-2009,6,Villarreal,Betis,2,1
05/10/2008,2008-2009,6,Deportivo de La Coruña,Numancia,1,0
05/10/2008,2008-2009,6,Getafe,Almería,2,2
05/10/2008,2008-2009,6,Recreativo de Huelva,Málaga,0,4
05/10/2008,2008-2009,6,Mallorca,Sporting de Gijón,0,2
05/10/2008,2008-2009,6,Osasuna,Racing de Santander,0,1
05/10/2008,2008-2009,6,Real Madrid,Espanyol,2,2
05/10/2008,2008-2009,6,Sevilla,Athletic Club,4,0
05/10/2008,2008-2009,6,Valladolid,Valencia,0,1
18/10/2008,2008-2009,7,Atlético de Madrid,Real Madrid,1,2
18/10/2008,2008-2009,7,Espanyol,Villarreal,0,0
19/10/2008,2008-2009,7,Athletic Club,Barcelona,0,1
19/10/2008,2008-2009,7,Betis,Mallorca,3,0
19/10/2008,2008-2009,7,Sporting de Gijón,Osasuna,2,1
19/10/2008,2008-2009,7,Málaga,Getafe,2,1
19/10/2008,2008-2009,7,Racing de Santander,Deportivo de La Coruña,0,0
19/10/2008,2008-2009,7,Almería,Sevilla,0,1
19/10/2008,2008-2009,7,Valencia,Numancia,4,0
19/10/2008,2008-2009,7,Valladolid,Recreativo de Huelva,1,1
25/10/2008,2008-2009,8,Barcelona,Almería,5,0
25/10/2008,2008-2009,8,Osasuna,Betis,0,2
26/10/2008,2008-2009,8,Deportivo de La Coruña,Sporting de Gijón,0,3
26/10/2008,2008-2009,8,Getafe,Valladolid,1,0
26/10/2008,2008-2009,8,Recreativo de Huelva,Valencia,1,1
26/10/2008,2008-2009,8,Mallorca,Espanyol,3,0
26/10/2008,2008-2009,8,Numancia,Racing de Santander,2,1
26/10/2008,2008-2009,8,Real Madrid,Athletic Club,3,2
26/10/2008,2008-2009,8,Sevilla,Málaga,0,1
26/10/2008,2008-2009,8,Villarreal,Atlético de Madrid,4,4
01/11/2008,2008-2009,9,Athletic Club,Villarreal,1,4
01/11/2008,2008-2009,9,Atlético de Madrid,Mallorca,2,0
01/11/2008,2008-2009,9,Málaga,Barcelona,1,4
01/11/2008,2008-2009,9,Valencia,Racing de Santander,2,4
02/11/2008,2008-2009,9,Betis,Deportivo de La Coruña,0,3
02/11/2008,2008-2009,9,Espanyol,Osasuna,1,0
02/11/2008,2008-2009,9,Sporting de Gijón,Numancia,3,1
02/11/2008,2008-2009,9,Recreativo de Huelva,Getafe,1,1
02/11/2008,2008-2009,9,Almería,Real Madrid,1,1
02/11/2008,2008-2009,9,Valladolid,Sevilla,3,2
08/11/2008,2008-2009,10,Barcelona,Valladolid,6,0
08/11/2008,2008-2009,10,Real Madrid,Málaga,4,3
09/11/2008,2008-2009,10,Deportivo de La Coruña,Espanyol,1,0
09/11/2008,2008-2009,10,Getafe,Valencia,0,3
09/11/2008,2008-2009,10,Mallorca,Athletic Club,3,3
09/11/2008,2008-2009,10,Numancia,Betis,2,4
09/11/2008,2008-2009,10,Osasuna,Atlético de Madrid,0,0
09/11/2008,2008-2009,10,Racing de Santander,Sporting de Gijón,1,0
09/11/2008,2008-2009,10,Sevilla,Recreativo de Huelva,1,0
09/11/2008,2008-2009,10,Villarreal,Almería,2,1
15/11/2008,2008-2009,11,Valencia,Sporting de Gijón,2,3
15/11/2008,2008-2009,11,Valladolid,Real Madrid,1,0
16/11/2008,2008-2009,11,Athletic Club,Osasuna,2,0
16/11/2008,2008-2009,11,Atlético de Madrid,Deportivo de La Coruña,4,1
16/11/2008,2008-2009,11,Betis,Racing de Santander,3,1
16/11/2008,2008-2009,11,Espanyol,Numancia,3,4
16/11/2008,2008-2009,11,Getafe,Sevilla,0,2
16/11/2008,2008-2009,11,Recreativo de Huelva,Barcelona,0,2
16/11/2008,2008-2009,11,Málaga,Villarreal,2,2
16/11/2008,2008-2009,11,Almería,Mallorca,2,1
22/11/2008,2008-2009,12,Real Madrid,Recreativo de Huelva,1,0
22/11/2008,2008-2009,12,Sevilla,Valencia,0,0
22/11/2008,2008-2009,12,Villarreal,Valladolid,0,3
23/11/2008,2008-2009,12,Barcelona,Getafe,1,1
23/11/2008,2008-2009,12,Deportivo de La Coruña,Athletic Club,3,1
23/11/2008,2008-2009,12,Sporting de Gijón,Betis,1,2
23/11/2008,2008-2009,12,Mallorca,Málaga,2,2
23/11/2008,2008-2009,12,Numancia,Atlético de Madrid,1,1
23/11/2008,2008-2009,12,Osasuna,Almería,3,1
23/11/2008,2008-2009,12,Racing de Santander,Espanyol,3,0
29/11/2008,2008-2009,13,Getafe,Real Madrid,3,1
29/11/2008,2008-2009,13,Sevilla,Barcelona,0,3
30/11/2008,2008-2009,13,Athletic Club,Numancia,2,0
30/11/2008,2008-2009,13,Atlético de Madrid,Racing de Santander,4,1
30/11/2008,2008-2009,13,Espanyol,Sporting de Gijón,0,1
30/11/2008,2008-2009,13,Recreativo de Huelva,Villarreal,1,2
30/11/2008,2008-2009,13,Málaga,Osasuna,4,2
30/11/2008,2008-2009,13,Almería,Deportivo de La Coruña,0,1
30/11/2008,2008-2009,13,Valencia,Betis,3,2
30/11/2008,2008-2009,13,Valladolid,Mallorca,3,0
06/12/2008,2008-2009,14,Barcelona,Valencia,4,0
06/12/2008,2008-2009,14,Sporting de Gijón,Atlético de Madrid,2,5
06/12/2008,2008-2009,14,Villarreal,Getafe,3,3
07/12/2008,2008-2009,14,Betis,Espanyol,1,1
07/12/2008,2008-2009,14,Deportivo de La Coruña,Málaga,2,0
07/12/2008,2008-2009,14,Mallorca,Recreativo de Huelva,2,3
07/12/2008,2008-2009,14,Numancia,Almería,2,1
07/12/2008,2008-2009,14,Osasuna,Valladolid,3,3
07/12/2008,2008-2009,14,Racing de Santander,Athletic Club,1,1
07/12/2008,2008-2009,14,Real Madrid,Sevilla,3,4
13/12/2008,2008-2009,15,Barcelona,Real Madrid,2,0
13/12/2008,2008-2009,15,Valencia,Espanyol,2,1
14/12/2008,2008-2009,15,Athletic Club,Sporting de Gijón,3,0
14/12/2008,2008-2009,15,Atlético de Madrid,Betis,2,0
14/12/2008,2008-2009,15,Getafe,Mallorca,4,1
14/12/2008,2008-2009,15,Recreativo de Huelva,Osasuna,1,0
14/12/2008,2008-2009,15,Málaga,Numancia,2,0
14/12/2008,2008-2009,15,Sevilla,Villarreal,1,0
14/12/2008,2008-2009,15,Almería,Racing de Santander,1,1
14/12/2008,2008-2009,15,Valladolid,Deportivo de La Coruña,3,0
20/12/2008,2008-2009,16,Espanyol,Atlético de Madrid,2,3
20/12/2008,2008-2009,16,Real Madrid,Valencia,1,0
21/12/2008,2008-2009,16,Betis,Athletic Club,0,1
21/12/2008,2008-2009,16,Deportivo de La Coruña,Recreativo de Huelva,4,1
21/12/2008,2008-2009,16,Sporting de Gijón,Almería,1,0
21/12/2008,2008-2009,16,Mallorca,Sevilla,0,0
21/12/2008,2008-2009,16,Numancia,Valladolid,4,3
21/12/2008,2008-2009,16,Osasuna,Getafe,5,2
21/12/2008,2008-2009,16,Racing de Santander,Málaga,1,1
21/12/2008,2008-2009,16,Villarreal,Barcelona,1,2
03/01/2009,2008-2009,17,Barcelona,Mallorca,3,1
03/01/2009,2008-2009,17,Valencia,Atlético de Madrid,3,1
04/01/2009,2008-2009,17,Athletic Club,Espanyol,1,1
04/01/2009,2008-2009,17,Getafe,Deportivo de La Coruña,1,2
04/01/2009,2008-2009,17,Recreativo de Huelva,Numancia,3,1
04/01/2009,2008-2009,17,Málaga,Sporting de Gijón,1,0
04/01/2009,2008-2009,17,Real Madrid,Villarreal,1,0
04/01/2009,2008-2009,17,Sevilla,Osasuna,1,1
04/01/2009,2008-2009,17,Almería,Betis,1,0
04/01/2009,2008-2009,17,Valladolid,Racing de Santander,0,1
10/01/2009,2008-2009,18,Deportivo de La Coruña,Sevilla,1,3
10/01/2009,2008-2009,18,Valencia,Villarreal,3,3
11/01/2009,2008-2009,18,Atlético de Madrid,Athletic Club,2,3
11/01/2009,2008-2009,18,Betis,Málaga,1,2
11/01/2009,2008-2009,18,Espanyol,Almería,2,2
11/01/2009,2008-2009,18,Sporting de Gijón,Valladolid,2,1
11/01/2009,2008-2009,18,Mallorca,Real Madrid,0,3
11/01/2009,2008-2009,18,Numancia,Getafe,2,0
11/01/2009,2008-2009,18,Osasuna,Barcelona,2,3
11/01/2009,2008-2009,18,Racing de Santander,Recreativo de Huelva,1,1
17/01/2009,2008-2009,19,Barcelona,Deportivo de La Coruña,5,0
17/01/2009,2008-2009,19,Sevilla,Numancia,1,0
18/01/2009,2008-2009,19,Athletic Club,Valencia,3,2
18/01/2009,2008-2009,19,Getafe,Racing de Santander,0,1
18/01/2009,2008-2009,19,Recreativo de Huelva,Sporting de Gijón,2,0
18/01/2009,2008-2009,19,Málaga,Espanyol,4,0
18/01/2009,2008-2009,19,Real Madrid,Osasuna,3,1
18/01/2009,2008-2009,19,Almería,Atlético de Madrid,1,1
18/01/2009,2008-2009,19,Valladolid,Betis,1,3
18/01/2009,2008-2009,19,Villarreal,Mallorca,2,0
24/01/2009,2008-2009,20,Barcelona,Numancia,4,1
24/01/2009,2008-2009,20,Villarreal,Osasuna,1,1
25/01/2009,2008-2009,20,Getafe,Sporting de Gijón,5,1
25/01/2009,2008-2009,20,Recreativo de Huelva,Betis,1,0
25/01/2009,2008-2009,20,Málaga,Atlético de Madrid,1,1
25/01/2009,2008-2009,20,Mallorca,Valencia,3,1
25/01/2009,2008-2009,20,Real Madrid,Deportivo de La Coruña,1,0
25/01/2009,2008-2009,20,Sevilla,Racing de Santander,0,2
25/01/2009,2008-2009,20,Almería,Athletic Club,2,1
25/01/2009,2008-2009,20,Valladolid,Espanyol,1,1
31/01/2009,2008-2009,21,Athletic Club,Málaga,3,2
31/01/2009,2008-2009,21,Numancia,Real Madrid,0,2
01/02/2009,2008-2009,21,Atlético de Madrid,Valladolid,1,2
01/02/2009,2008-2009,21,Betis,Getafe,2,2
01/02/2009,2008-2009,21,Deportivo de La Coruña,Villarreal,3,0
01/02/2009,2008-2009,21,Espanyol,Recreativo de Huelva,1,1
01/02/2009,2008-2009,21,Sporting de Gijón,Sevilla,1,0
01/02/2009,2008-2009,21,Osasuna,Mallorca,1,0
01/02/2009,2008-2009,21,Racing de Santander,Barcelona,1,2
01/02/2009,2008-2009,21,Valencia,Almería,3,2
07/02/2009,2008-2009,22,Real Madrid,Racing de Santander,1,0
07/02/2009,2008-2009,22,Sevilla,Betis,1,2
08/02/2009,2008-2009,22,Barcelona,Sporting de Gijón,3,1
08/02/2009,2008-2009,22,Getafe,Espanyol,1,1
08/02/2009,2008-2009,22,Recreativo de Huelva,Atlético de Madrid,0,3
08/02/2009,2008-2009,22,Málaga,Almería,3,2
08/02/2009,2008-2009,22,Mallorca,Deportivo de La Coruña,1,1
08/02/2009,2008-2009,22,Osasuna,Valencia,1,0
08/02/2009,2008-2009,22,Valladolid,Athletic Club,2,1
08/02/2009,2008-2009,22,Villarreal,Numancia,2,1
14/02/2009,2008-2009,23,Betis,Barcelona,2,2
14/02/2009,2008-2009,23,Deportivo de La Coruña,Osasuna,0,0
14/02/2009,2008-2009,23,Valencia,Málaga,1,1
15/02/2009,2008-2009,23,Athletic Club,Recreativo de Huelva,1,1
15/02/2009,2008-2009,23,Atlético de Madrid,Getafe,1,1
15/02/2009,2008-2009,23,Espanyol,Sevilla,0,2
15/02/2009,2008-2009,23,Sporting de Gijón,Real Madrid,0,4
15/02/2009,2008-2009,23,Numancia,Mallorca,0,1
15/02/2009,2008-2009,23,Racing de Santander,Villarreal,1,1
15/02/2009,2008-2009,23,Almería,Valladolid,3,2
21/02/2009,2008-2009,24,Barcelona,Espanyol,1,2
21/02/2009,2008-2009,24,Real Madrid,Betis,6,1
21/02/2009,2008-2009,24,Sevilla,Atlético de Madrid,1,0
21/02/2009,2008-2009,24,Villarreal,Sporting de Gijón,2,1
22/02/2009,2008-2009,24,Deportivo de La Coruña,Valencia,1,1
22/02/2009,2008-2009,24,Getafe,Athletic Club,1,1
22/02/2009,2008-2009,24,Recreativo de Huelva,Almería,1,1
22/02/2009,2008-2009,24,Mallorca,Racing de Santander,1,0
22/02/2009,2008-2009,24,Osasuna,Numancia,2,0
22/02/2009,2008-2009,24,Valladolid,Málaga,1,3
28/02/2009,2008-2009,25,Athletic Club,Sevilla,1,2
28/02/2009,2008-2009,25,Espanyol,Real Madrid,0,2
01/03/2009,2008-2009,25,Atlético de Madrid,Barcelona,4,3
01/03/2009,2008-2009,25,Betis,Villarreal,2,2
01/03/2009,2008-2009,25,Sporting de Gijón,Mallorca,0,1
01/03/2009,2008-2009,25,Málaga,Recreativo de Huelva,0,2
01/03/2009,2008-2009,25,Numancia,Deportivo de La Coruña,0,1
01/03/2009,2008-2009,25,Racing de Santander,Osasuna,1,1
01/03/2009,2008-2009,25,Almería,Getafe,2,1
01/03/2009,2008-2009,25,Valencia,Valladolid,1,2
07/03/2009,2008-2009,26,Barcelona,Athletic Club,2,0
07/03/2009,2008-2009,26,Real Madrid,Atlético de Madrid,1,1
07/03/2009,2008-2009,26,Villarreal,Espanyol,1,0
08/03/2009,2008-2009,26,Deportivo de La Coruña,Racing de Santander,5,3
08/03/2009,2008-2009,26,Getafe,Málaga,1,2
08/03/2009,2008-2009,26,Recreativo de Huelva,Valladolid,2,3
08/03/2009,2008-2009,26,Mallorca,Betis,3,3
08/03/2009,2008-2009,26,Numancia,Valencia,2,1
08/03/2009,2008-2009,26,Osasuna,Sporting de Gijón,1,2
08/03/2009,2008-2009,26,Sevilla,Almería,2,1
14/03/2009,2008-2009,27,Athletic Club,Real Madrid,2,5
14/03/2009,2008-2009,27,Valencia,Recreativo de Huelva,1,1
15/03/2009,2008-2009,27,Atlético de Madrid,Villarreal,3,2
15/03/2009,2008-2009,27,Betis,Osasuna,0,0
15/03/2009,2008-2009,27,Espanyol,Mallorca,3,3
15/03/2009,2008-2009,27,Sporting de Gijón,Deportivo de La Coruña,3,2
15/03/2009,2008-2009,27,Málaga,Sevilla,2,2
15/03/2009,2008-2009,27,Racing de Santander,Numancia,5,0
15/03/2009,2008-2009,27,Almería,Barcelona,0,2
15/03/2009,2008-2009,27,Valladolid,Getafe,1,0
21/03/2009,2008-2009,28,Sevilla,Valladolid,4,1
21/03/2009,2008-2009,28,Villarreal,Athletic Club,2,0
22/03/2009,2008-2009,28,Barcelona,Málaga,6,0
22/03/2009,2008-2009,28,Deportivo de La Coruña,Betis,1,1
22/03/2009,2008-2009,28,Getafe,Recreativo de Huelva,2,1
22/03/2009,2008-2009,28,Mallorca,Atlético de Madrid,2,0
22/03/2009,2008-2009,28,Numancia,Sporting de Gijón,2,1
22/03/2009,2008-2009,28,Osasuna,Espanyol,1,0
22/03/2009,2008-2009,28,Racing de Santander,Valencia,0,1
22/03/2009,2008-2009,28,Real Madrid,Almería,3,0
04/04/2009,2008-2009,29,Athletic Club,Mallorca,2,1
04/04/2009,2008-2009,29,Betis,Numancia,3,3
04/04/2009,2008-2009,29,Recreativo de Huelva,Sevilla,0,1
04/04/2009,2008-2009,29,Málaga,Real Madrid,0,1
04/04/2009,2008-2009,29,Almería,Villarreal,3,0
04/04/2009,2008-2009,29,Valladolid,Barcelona,0,1
05/04/2009,2008-2009,29,Atlético de Madrid,Osasuna,2,4
05/04/2009,2008-2009,29,Espanyol,Deportivo de La Coruña,3,1
05/04/2009,2008-2009,29,Sporting de Gijón,Racing de Santander,0,2
05/04/2009,2008-2009,29,Valencia,Getafe,4,1
11/04/2009,2008-2009,30,Barcelona,Recreativo de Huelva,2,0
11/04/2009,2008-2009,30,Villarreal,Málaga,0,2
12/04/2009,2008-2009,30,Deportivo de La Coruña,Atlético de Madrid,1,2
12/04/2009,2008-2009,30,Sporting de Gijón,Valencia,2,3
12/04/2009,2008-2009,30,Mallorca,Almería,2,0
12/04/2009,2008-2009,30,Numancia,Espanyol,0,0
12/04/2009,2008-2009,30,Osasuna,Athletic Club,2,1
12/04/2009,2008-2009,30,Racing de Santander,Betis,2,3
12/04/2009,2008-2009,30,Real Madrid,Valladolid,2,0
12/04/2009,2008-2009,30,Sevilla,Getafe,0,1
18/04/2009,2008-2009,31,Athletic Club,Deportivo de La Coruña,0,1
18/04/2009,2008-2009,31,Atlético de Madrid,Numancia,3,0
18/04/2009,2008-2009,31,Getafe,Barcelona,0,1
18/04/2009,2008-2009,31,Recreativo de Huelva,Real Madrid,0,1
18/04/2009,2008-2009,31,Málaga,Mallorca,1,1
19/04/2009,2008-2009,31,Betis,Sporting de Gijón,2,0
19/04/2009,2008-2009,31,Espanyol,Racing de Santander,1,0
19/04/2009,2008-2009,31,Almería,Osasuna,2,1
19/04/2009,2008-2009,31,Valencia,Sevilla,3,1
19/04/2009,2008-2009,31,Valladolid,Villarreal,0,0
21/04/2009,2008-2009,32,Numancia,Athletic Club,1,2
21/04/2009,2008-2009,32,Real Madrid,Getafe,3,2
22/04/2009,2008-2009,32,Barcelona,Sevilla,4,0
22/04/2009,2008-2009,32,Betis,Valencia,1,2
22/04/2009,2008-2009,32,Deportivo de La Coruña,Almería,2,0
22/04/2009,2008-2009,32,Osasuna,Málaga,2,3
23/04/2009,2008-2009,32,Sporting de Gijón,Espanyol,0,3
23/04/2009,2008-2009,32,Mallorca,Valladolid,2,0
23/04/2009,2008-2009,32,Racing de Santander,Atlético de Madrid,5,1
23/04/2009,2008-2009,32,Villarreal,Recreativo de Huelva,2,1
25/04/2009,2008-2009,33,Málaga,Deportivo de La Coruña,1,1
25/04/2009,2008-2009,33,Almería,Numancia,2,1
25/04/2009,2008-2009,33,Valencia,Barcelona,2,2
26/04/2009,2008-2009,33,Athletic Club,Racing de Santander,2,1
26/04/2009,2008-2009,33,Atlético de Madrid,Sporting de Gijón,3,1
26/04/2009,2008-2009,33,Espanyol,Betis,2,0
26/04/2009,2008-2009,33,Getafe,Villarreal,1,2
26/04/2009,2008-2009,33,Recreativo de Huelva,Mallorca,2,4
26/04/2009,2008-2009,33,Sevilla,Real Madrid,2,4
26/04/2009,2008-2009,33,Valladolid,Osasuna,0,0
02/05/2009,2008-2009,34,Numancia,Málaga,2,0
02/05/2009,2008-2009,34,Real Madrid,Barcelona,2,6
02/05/2009,2008-2009,34,Villarreal,Sevilla,0,2
03/05/2009,2008-2009,34,Betis,Atlético de Madrid,0,2
03/05/2009,2008-2009,34,Deportivo de La Coruña,Valladolid,1,0
03/05/2009,2008-2009,34,Espanyol,Valencia,3,0
03/05/2009,2008-2009,34,Sporting de Gijón,Athletic Club,1,1
03/05/2009,2008-2009,34,Mallorca,Getafe,2,1
03/05/2009,2008-2009,34,Osasuna,Recreativo de Huelva,1,2
03/05/2009,2008-2009,34,Racing de Santander,Almería,0,2
09/05/2009,2008-2009,35,Athletic Club,Betis,1,0
09/05/2009,2008-2009,35,Sevilla,Mallorca,3,1
09/05/2009,2008-2009,35,Valencia,Real Madrid,3,0
10/05/2009,2008-2009,35,Atlético de Madrid,Espanyol,3,2
10/05/2009,2008-2009,35,Barcelona,Villarreal,3,3
10/05/2009,2008-2009,35,Getafe,Osasuna,3,0
10/05/2009,2008-2009,35,Recreativo de Huelva,Deportivo de La Coruña,1,2
10/05/2009,2008-2009,35,Málaga,Racing de Santander,1,0
10/05/2009,2008-2009,35,Almería,Sporting de Gijón,3,1
10/05/2009,2008-2009,35,Valladolid,Numancia,0,0
16/05/2009,2008-2009,36,Deportivo de La Coruña,Getafe,1,1
16/05/2009,2008-2009,36,Osasuna,Sevilla,0,0
16/05/2009,2008-2009,36,Villarreal,Real Madrid,3,2
17/05/2009,2008-2009,36,Atlético de Madrid,Valencia,1,0
17/05/2009,2008-2009,36,Betis,Almería,2,0
17/05/2009,2008-2009,36,Espanyol,Athletic Club,1,0
17/05/2009,2008-2009,36,Sporting de Gijón,Málaga,2,1
17/05/2009,2008-2009,36,Mallorca,Barcelona,2,1
17/05/2009,2008-2009,36,Numancia,Recreativo de Huelva,1,0
17/05/2009,2008-2009,36,Racing de Santander,Valladolid,3,2
23/05/2009,2008-2009,37,Athletic Club,Atlético de Madrid,1,4
23/05/2009,2008-2009,37,Barcelona,Osasuna,0,1
23/05/2009,2008-2009,37,Getafe,Numancia,1,0
23/05/2009,2008-2009,37,Recreativo de Huelva,Racing de Santander,0,1
23/05/2009,2008-2009,37,Málaga,Betis,1,1
23/05/2009,2008-2009,37,Sevilla,Deportivo de La Coruña,1,0
23/05/2009,2008-2009,37,Almería,Espanyol,0,3
23/05/2009,2008-2009,37,Valladolid,Sporting de Gijón,1,2
23/05/2009,2008-2009,37,Villarreal,Valencia,3,1
24/05/2009,2008-2009,37,Real Madrid,Mallorca,1,3
29/08/2009,2009-2010,1,Real Madrid,Deportivo de La Coruña,3,2
29/08/2009,2009-2010,1,Zaragoza,Tenerife,1,0
30/08/2009,2009-2010,1,Málaga,Atlético de Madrid,3,0
30/08/2009,2009-2010,1,Valencia,Sevilla,2,0
30/08/2009,2009-2010,1,Mallorca,Xerez,2,0
30/08/2009,2009-2010,1,Almería,Valladolid,0,0
30/08/2009,2009-2010,1,Racing de Santander,Getafe,1,4
30/08/2009,2009-2010,1,Osasuna,Villarreal,1,1
30/08/2009,2009-2010,1,Athletic Club,Espanyol,1,0
31/08/2009,2009-2010,1,Barcelona,Sporting de Gijón,3,0
12/09/2009,2009-2010,2,Espanyol,Real Madrid,0,3
12/09/2009,2009-2010,2,Sevilla,Zaragoza,4,1
12/09/2009,2009-2010,2,Getafe,Barcelona,0,2
12/09/2009,2009-2010,2,Atlético de Madrid,Racing de Santander,1,1
13/09/2009,2009-2010,2,Xerez,Athletic Club,0,1
13/09/2009,2009-2010,2,Deportivo de La Coruña,Málaga,1,0
13/09/2009,2009-2010,2,Villarreal,Mallorca,1,1
13/09/2009,2009-2010,2,Tenerife,Osasuna,2,1
13/09/2009,2009-2010,2,Valladolid,Valencia,2,4
13/09/2009,2009-2010,2,Sporting de Gijón,Almería,1,0
19/09/2009,2009-2010,3,Deportivo de La Coruña,Espanyol,2,3
19/09/2009,2009-2010,3,Mallorca,Tenerife,4,0
19/09/2009,2009-2010,3,Osasuna,Sevilla,0,2
19/09/2009,2009-2010,3,Barcelona,Atlético de Madrid,5,2
19/09/2009,2009-2010,3,Málaga,Racing de Santander,1,2
20/09/2009,2009-2010,3,Real Madrid,Xerez,5,0
20/09/2009,2009-2010,3,Athletic Club,Villarreal,3,2
20/09/2009,2009-2010,3,Zaragoza,Valladolid,1,2
20/09/2009,2009-2010,3,Valencia,Sporting de Gijón,2,2
20/09/2009,2009-2010,3,Almería,Getafe,1,0
22/09/2009,2009-2010,4,Sevilla,Mallorca,2,0
22/09/2009,2009-2010,4,Racing de Santander,Barcelona,1,4
23/09/2009,2009-2010,4,Espanyol,Málaga,2,1
23/09/2009,2009-2010,4,Xerez,Deportivo de La Coruña,0,3
23/09/2009,2009-2010,4,Villarreal,Real Madrid,0,2
23/09/2009,2009-2010,4,Tenerife,Athletic Club,1,0
